,movie_id,title,tags
1126,11066,Boomerang,"marcu is a success advertis execut who woo and bed women almost at will. after a compani merger he find that hi new boss, the ravish jacqueline, is treat him in exactli the same way. complet traumatis by this, hi work goe badli downhill. comedi romanc role_of_women ladykil success ladies'_man chefin casanova woman eddie_murphi robin_given halle_berri david_alan_gri grace_jon reginald_hudlin"
1127,136795,The Heat,"uptight and straight-laced, fbi special agent sarah ashburn is a method investig with a reput for excellence--and hyper-arrogance. shannon mullins, one of boston p.d.' ""finest,"" is foul-mouth and ha a veri short fuse, and use her gut instinct and street smart to catch the most elus criminals. neither ha ever had a partner, or a friend for that matter. when these two wildli incompat law offic join forc to bring down a ruthless drug lord, they becom the last thing anyon expected: buddies. action comedi crime boston fbi buddy_comedi sandra_bullock melissa_mccarthi demián_bichir michael_rapaport taran_killam katie_dippold paul_feig"
1128,8095,Cleopatra,"histor epic. the triumph and tragedi of the egyptian queen, cleopatra.th winner of four oscars, thi epic saga of love, greed and betray star elizabeth taylor as the passion and ambiti egyptian queen who' determin to hold on to the throne and seduc the roman emperor juliu caesar (rex harrison). when caesar is murdered, she redirect her attent to hi general, marc antoni (richard burton), who vow to take power -- but caesar' successor (roddi mcdowall) ha other plans. drama histori romanc ancient_rom historical_figur cleopatra julius_caesar elizabeth_taylor richard_burton rex_harrison roddy_mcdowal martin_landau joseph_l._mankiewicz"
1129,87826,Here Comes the Boom,a high school biolog teacher moonlight as a mixed-marti art fighter in an effort to rais money to save the school' music program. comedi high_school_teach prize_money physics_teach fighting_movi budget_cut salma_hayek kevin_jam henry_winkl joe_rogan reggie_le rock_reuben kevin_jam frank_coraci allan_loeb
1130,11560,High Crimes,"high power lawyer clair kubik find her world turn upsid down when her husband, who she thought wa tom kubik, is arrest and is reveal to be ron chapman. chapman is on trial for a murder of latin american villag while he wa in the marines. clair soon learn that to navig the militari justic system, she'll need help from the somewhat unconvent charli grimes. drama mysteri thriller crime based_on_novel wit villag court love murder lawyer defens trial justic husband u.s._marin arrest classifi ashley_judd morgan_freeman jim_caviezel amanda_peet adam_scott carl_franklin"
1131,25189,The Mirror Has Two Faces,"rose morgan (barbara streisand), who still live with her mother (lauren bacall), is a professor of romant literatur who desper long for passion in her life. gregori larkin (jeff bridges), a mathemat professor, ha been burn by passion relationship and long for a sexless union base on friendship and respect. comedi drama romanc sex professor wed woman_director columbia_univers barbra_streisand jeff_bridg lauren_bacal george_seg mimi_rog barbra_streisand gérard_ouri"
1132,2637,The Mothman Prophecies,report john klein is plung into a world of imposs terror and unthink chao when fate draw him to a sleepi west virginia town whose resid are be visit by a great wing shape that sow hideou nightmar and fever visions. drama horror mysteri based_on_novel small_town dream motel hallucin bridg alien_life-form warn tumor west_virginia urban_legend premonit telephone_cal hospit report psychic car_wreck death_of_wif mothman mysterious_ev chemical_pl richard_ger laura_linney will_patton bob_tracey debra_mess mark_pellington
1133,18480,Brüno,flamboyantli gay austrian televis report bruno stir up troubl with unsuspect guest and larg crowd through brutal frank interview and pain hilari public display of homosexuality. comedi gay fame mockumentari hollywood lgbt duringcreditssting sacha_baron_cohen richard_bey ron_paul gustaf_hammarsten clifford_bañagal larry_charl
1134,709,Licence to Kill,jame bond and hi american colleagu felix leiter arrest the drug lord sanchez who succe in escap and take reveng on felix and hi wife. bond know but just one thing: revenge. adventur action thriller corrupt florida secret_ident liberation_of_prison drug_traff floatplan transport_of_prison tank_car florida_key coast_guard airplan british_secret_servic timothy_dalton carey_lowel robert_davi talisa_soto anthony_zerb john_glen
1135,49730,Red Riding Hood,"valeri is in love with a brood outsider, peter, but her parent have arrang for her to marri anoth man – who is wealthy. unwil to lose each other, valeri and peter plan to run away togeth when they learn that valerie' older sister ha been kill by a werewolf that prowl the dark forest surround their village. hungri for revenge, the peopl call on fame werewolf hunter, father solomon, to help them kill the wolf. but solomon' arriv bring unintend consequ as he warn that the wolf, who take human form by day, could be ani one of them. fantasi thriller horror winter fantasi fairy_tal hood werewolf aftercreditssting duringcreditssting woman_director red_riding_hood amanda_seyfri gary_oldman billy_burk shiloh_fernandez max_iron catherine_hardwick david_leslie_johnson"
1136,2749,15 Minutes,"when eastern european crimin oleg and emil come to new york citi to pick up their share of a heist score, oleg steal a video camera and start film their activities, both legal and illegal. when they learn how the american media circu can make a remorseless killer look like the victim and make them rich, they target media-savvi nypd homicid detect eddi flem and media-na fdni fire marshal jordi warsaw, the cop investig their murder and torch of their former crimin partner, film everyth to sell to the local tabloid tv show ""top story."" action crime thriller new_york female_nud prison prostitut rape robberi fire detect airport shotgun prison ex-detaine attempted_murd paranoia russian eastern_europ video knife fistfight polic thief reveng video_camera escap breast dead_bodi lawyer shot_to_death tortur fear new_york_c urin violenc home_invas crimin police_detect death drunk nypd news_report gun_viol graveyard death_of_boyfriend robert_de_niro charlize_theron edward_burn kelsey_gramm avery_brook john_herzfeld"
1137,9607,Super Mario Bros.,"mario and luigi, plumber from brooklyn, find themselv in an altern univers where evolv dinosaur live in hi-tech squalor. they'r the onli hope to save our univers from invas by the dino dictator, koopa. adventur comedi famili fantasi saving_the_world brother_brother_relationship royalti dinosaur based_on_video_gam woman_director multiple_dimens bob_hoskin john_leguizamo dennis_hopp samantha_mathi fisher_steven rocky_morton annabel_jankel"
1138,1830,Lord of War,"yuri orlov is a globetrot arm dealer and, through some of the deadliest war zones, he struggl to stay one step ahead of a relentless interpol agent, hi busi rival and even some of hi custom who includ mani of the world' most notori dictators. finally, he must also face hi own conscience. crime drama thriller cold_war weapon arms_deal nicolas_cag bridget_moynahan jared_leto ethan_hawk eamonn_walk andrew_niccol"
1139,79,Hero,one man defeat three assassin who sought to murder the most power warlord in pre-unifi china. drama adventur action histori countrysid loss_of_lov right_and_justic patriot jet_li tony_leung_chiu-wai maggie_cheung donnie_yen zhang_ziyi zhang_yim
1140,54054,One for the Money,"an unemploy lingeri buyer convinc her bail bondsman cousin to give her a shot as a bounti hunter. her first assign is to track down a former cop on the run for murder – the same man who broke her heart year before. with the help of some friend and the best bounti hunter in the business, she slowli learn what it take to be a true bounti hunter. action comedi crime bounty_hunt based_on_novel romanc frame bail_jump woman_director katherine_heigl jason_o'mara daniel_sunjata john_leguizamo sherri_shepherd julie_anne_robinson"
1141,228967,The Interview,"dave skylark and hi produc aaron rapoport run the celebr tabloid show ""skylark tonight"". when they land an interview with a surpris fan, north korean dictat kim jong-un, they are recruit by the cia to turn their trip to pyongyang into an assassin mission. action comedi cia coup_d'etat north_korea assassination_attempt evil_dict james_franco seth_rogen lizzy_caplan randall_park diana_bang evan_goldberg seth_rogen"
1142,46528,The Warrior's Way,"an asian assassin (dong-gun jang) is forc to hide in a small town in the american badlands. also star kate bosworth, danni huston, toni cox and academi award winner geoffrey rush. adventur fantasi action western thriller assassin small_town forest reveng decept super_spe surprise_end kate_bosworth jang_dong-gun geoffrey_rush danny_huston ti_lung sngmoo_le"
1143,27936,Micmacs,"a man and hi friend come up with an intric and origin plan to destroy two big weapon manufacturers. avid movie-watch and video store clerk bazil ha had hi life all but ruin by weapon of war. hi father wa kill by a landmin in morocco and one fate night a stray bullet from a nearbi shootout emb itself in hi skull, leav him on the verg of instantan death. lose hi job and hi home, bazil wander the street until he meet slammer, a pardon convict who introduc him to a band of eccentr junkyard dealer includ calculator, a math expert and statistician, buster, a record-hold in human cannonbal feats, tini pete, an artist craftsman of automatons, and elast girl, a sassi contortionist. when chanc reveal to bazil the two weapon manufactur respons for build the instrument of hi destruction, he construct a complex scheme for reveng that hi newfound famili is all too happi to help set in motion. action comedi crime unemploy contortionist human_cannonbal dany_boon dominique_pinon andré_dussolli jean-pierre_mariel julie_ferri guillaume_laur jean-pierre_jeunet"
1144,65,8 Mile,"the set is detroit in 1995. the citi is divid by 8 mile, a road that split the town in half along racial lines. a young white rapper, jimmi ""b-rabbit"" smith jr. summon strength within himself to cross over these arbitrari boundari to fulfil hi dream of success in hip hop. with hi pal futur and the three one third in place, all he ha to do is not choke. drama individu street_gang adolesc rap_mus hip-hop rhyme_battl trailer_park ethnic_stereotyp singl detroit eminem eminem mekhi_phif brittany_murphi kim_basing michael_shannon curtis_hanson"
1145,280391,Why I Did (Not) Eat My Father,"base on the novel 'evolut man' by roy lewis, thi tell the stori about the first man - young edward - to descend from apes. edward is eject by hi tribe, but is veri resourceful. he learn to walk, discov fire, manag to hunt - and we follow him as he evolves. he ha a gener nature, and search for true human - a world where we don't eat our fathers. adventur comedi anim anim evolut human jamel_debbouz arié_elmaleh mélissa_theuriau patrice_thibaud christian_hecq jamel_debbouz"
1146,9476,A Knight's Tale,"william thatcher, a peasant, is sent to apprentic with a knight name hector as a young boy. urg by hi father to ""chang hi stars"", he assum sir hector' place in a tournament when hector die in the middl of it. he wins. with the other apprentices, he train and assum the titl of sir ulrich von lichtenstein. adventur drama romanc action poetri knight tournament duel tortur writer impostor church game joust aftercreditssting heath_ledg rufus_sewel shannyn_sossamon paul_bettani laura_fras brian_helgeland"
1147,10610,The Medallion,a hong kong detect suffer a fatal accid involv a mysteri medallion and is transform into an immort warrior with superhuman powers. thriller fantasi action comedi detect medallion leather_jacket wretch fighter wizardri interpol jackie_chan lee_evan claire_forlani julian_sand john_rhys-davi gordon_chan
1148,745,The Sixth Sense,"a psycholog thriller about an eight year old boy name cole sear who believ he can see into the world of the dead. a child psychologist name malcolm crow come to cole to help him deal with hi problem, learn that he realli can see ghost of dead people. mysteri thriller drama child_abus sense_of_guilt loss_of_child confid psycholog dying_and_death marriage_crisi afterlif singl paranormal_phenomena cowardli child spirit bruce_willi toni_collett olivia_william haley_joel_os donnie_wahlberg m._night_shyamalan"
1149,49527,Man on a Ledge,"an ex-cop turn con threaten to jump to hi death from a manhattan hotel rooftop. the nypd dispatch a femal polic psychologist to talk him down. however, unbeknownst to the polic on the scene, the suicid attempt is a cover for the biggest diamond heist ever pulled. action thriller crime decept new_york_c rooftop diamond_heist framed_for_a_crim escaped_prison negoti sam_worthington elizabeth_bank jamie_bel ed_harri edward_burn asger_leth"
1150,73937,The Big Year,"three fanat bird-watch spend an entir year compet to spot the highest number of speci as el nino send an extraordinari varieti of rare breed fli up into the u.s., but they quickli discov that there are more import thing than come out on top of the competit comedi helicopt based_on_novel honeymoon airplan bird birdwatch duringcreditssting owen_wilson steve_martin jack_black rashida_jon jim_parson david_frankel"
1151,1885,The Karate Kid,"hassl by the school bullies, daniel larusso ha hi share of adolesc woes. luckily, hi apart build hous a resid martial art master: kesuk miyagi, who agre to train daniel ... and end up teach him much more than self-defense. arm with newfound confidence, skill and wisdom, daniel ultim face off against hi tormentor in thi huge popular classic underdog tale. drama flat taskmast karat egg kids_and_famili motorcycl ralph_macchio pat_morita william_zabka martin_kov chad_mcqueen john_g._avildsen"
1152,168672,American Hustle,"a con man, irv rosenfeld, along with hi seduct partner sydney prosser, is forc to work for a wild fbi agent, richi dimaso, who push them into a world of jersey powerbrok and mafia. drama crime con_artist scam mobster fbi_ag christian_bal bradley_coop amy_adam jeremy_renn jennifer_lawr eric_sing david_o._russel"
1153,18240,The Proposal,"when she learn she' in danger of lose her visa statu and be deported, overbear book editor margaret tate forc her put-upon assistant, andrew paxton, to marri her. comedi romanc drama fictitious_marriag deport immigration_law romantic_comedi alaska naked_scen co-work humili book_editor fake_boyfriend duringcreditssting woman_director pretend_relationship sandra_bullock ryan_reynold mary_steenburgen craig_t._nelson betty_whit anne_fletch pete_chiarelli"
1154,10398,Double Jeopardy,"a woman frame for her husband' murder suspect he is still alive; as she ha alreadi been tri for the crime, she can't be re-prosecut if she find and kill him. crime drama mysteri thriller prison sailboat sailing_trip new_orlean women's_prison probat murder_hunt tommy_lee_jon ashley_judd bruce_greenwood annabeth_gish benjamin_weir bruce_beresford"
1155,165,Back to the Future Part II,"marti and doc are at it again in thi wacki sequel to the 1985 blockbust as the time-travel duo head to 2015 to nip some mcfli famili woe in the bud. but thing go awri thank to bulli biff tannen and a peski sport almanac. in a last-ditch attempt to set thing straight, marti find himself bound for 1955 and face to face with hi teenag parent -- again. adventur comedi famili science_fict skateboard flying_car car_rac delorean lightn almanac inventor time_travel sequel diner alternate_histori teenag electric_guitar walking_can high_school_d hoverboard video_phon michael_j._fox christopher_lloyd lea_thompson elisabeth_shu james_tolkan robert_zemecki"
1156,240832,Lucy,"a woman, accident caught in a dark deal, turn the tabl on her captor and transform into a merciless warrior evolv beyond human logic. action science_fict artificial_intellig telepathi intellig drug_mul telekinesi futurist drug superpow tough_girl imax surgeri brain_capac synthetic_drug human_brain scarlett_johansson morgan_freeman choi_min-sik amr_wak julian_rhind-tutt luc_besson"
1157,216015,Fifty Shades of Grey,"when colleg senior anastasia steel step in for her sick roommat to interview promin businessman christian grey for their campu paper, littl doe she realiz the path her life will take. christian, as enigmat as he is rich and powerful, find himself strang drawn to ana, and she to him. though sexual inexperienced, ana plung headlong into an affair -- and learn that christian' true sexual procliv push the boundari of pain and pleasure. drama romanc thriller based_on_novel pervers spank billionair bdsm woman_director dakota_johnson jamie_dornan jennifer_ehl eloise_mumford victor_rasuk sam_taylor-johnson"
1158,12279,Spy Kids 3-D: Game Over,"carmen' caught in a virtual realiti game design by the kids' new nemesis, the toymaker. it' up to juni to save hi sister, and ultim the world. action adventur comedi famili science_fict video_gam intellig liber child_hero mission antonio_bandera carla_gugino alexa_penavega daryl_sabara sylvester_stallon robert_rodriguez"
1159,1645,A Time to Kill,"a young lawyer defend a black man accus of murder two men who rape hi 10-year-old daughter, spark a rebirth of the kkk. crime drama thriller ku_klux_klan rape mississippi juror blackmail attempted_murd forgiv court shoot murder suspens lawyer trial courtroom racial_tens kkk racial_issu courtroom_drama matthew_mcconaughey sandra_bullock samuel_l._jackson kevin_spacey oliver_platt joel_schumach"
1160,11007,Cheaper by the Dozen,"the baker brood move to chicago after patriarch tom get a job coach footbal at northwestern university, forc hi writer wife, mary, and the couple' 12 children to make a major adjustment. the transit work well until work demand pull the parent away from home, leav the kid bore -- and increasingli mischievous. comedi big_famili new_job aspiring_actor smart_kid steve_martin bonnie_hunt piper_perabo tom_wel hilary_duff shawn_levi"
1161,193756,Lone Survivor,"base on the fail june 28, 2005 mission ""oper red wing."" four member of seal team 10, were task with the mission to captur or kill notori taliban leader, ahmad shah. onli one member of the team survived. action drama thriller war war surviv navy_s militari dangerous_miss mark_wahlberg taylor_kitsch emile_hirsch ben_fost yousuf_azami peter_berg"
1162,11287,A League of Their Own,"small-town sister dotti and kit join an all-femal basebal leagu form after world war ii bring pro basebal to a standstill. when their team hit the road with it drunken coach, the sibl find troubl and triumph on and off the field. comedi basebal world_war_ii sport baseball_play female_athlet home_front woman_director 1940 tom_hank geena_davi madonna lori_petti jon_lovitz penny_marshal"
1163,259693,The Conjuring 2,lorrain and ed warren travel to north london to help a singl mother rais four children alon in a hous plagu by malici spirits. horror london_england england 1970 spirit single_moth demon paranormal_investig demonic_possess valak annabel patrick_wilson vera_farmiga madison_wolf frances_o'connor lauren_esposito carey_hay chad_hay james_wan david_leslie_johnson
1164,37799,The Social Network,"on a fall night in 2003, harvard undergrad and comput program geniu mark zuckerberg sit down at hi comput and heatedli begin work on a new idea. in a furi of blog and programming, what begin in hi dorm room as a small site among friend soon becom a global social network and a revolut in communication. a mere six year and 500 million friend later, mark zuckerberg is the youngest billionair in history... but for thi entrepreneur, success lead to both person and legal complications. drama hacker hack creator frat_parti social_network deposit intellectual_properti entrepreneur arrog young_entrepreneur facebook jesse_eisenberg andrew_garfield justin_timberlak armie_hamm max_minghella david_finch"
1165,10184,He's Just Not That Into You,"rememb that realli cute guy who said he'd call – and didn't? mayb he lost your number. mayb he' in the hospital. mayb he' awe by your beauty, brain or success. or maybe... he' just not that into you. comedi romanc drama relationship ensemble_cast duringcreditssting ben_affleck jennifer_aniston drew_barrymor jennifer_connelli kevin_connolli marc_silverstein ken_kwapi greg_behrendt abby_kohn"
1166,4257,Scary Movie 4,"cindi find out the hous she live in is haunt by a littl boy and goe on a quest to find out who kill him and why. also, alien ""tr-ipods"" are invad the world and she ha to uncov the secret in order to stop them. comedi haunted_hous alien_life-form riesen-ipod anna_fari regina_hal craig_bierko bill_pullman anthony_anderson david_zuck"
1167,4234,Scream 3,"a murder spree begin to happen again, thi time it target toward the origin woodsboro survivor and those associ with the movi insid a movie, 'stab 3'. sydney must face the demon of her past to stop the killer. horror mysteri mask metal_detector film_director ex-cop report slasher scream series_of_murd david_arquett neve_campbel courteney_cox patrick_dempsey scott_foley wes_craven"
1168,196,Back to the Future Part III,"the final instal of the back to the futur trilog find marti dig the trusti delorean out of a mineshaft and look up doc in the wild west of 1885. but when their time machin break down, the travel are strand in a land of spurs. more problem aris when doc fall for pretti schoolteach clara clayton, and marti tangl with buford tannen. adventur comedi famili science_fict railroad_robb california delorean indian_territori sports_car inventor locomot saloon horseback_rid time_travel outlaw sequel mad_scientist native_american western shootout gunfight train wild_west cavalri michael_j._fox christopher_lloyd mary_steenburgen thomas_f._wilson lea_thompson robert_zemecki"
1169,257091,Get Hard,"when obscen rich hedge-fund manag jame is convict of fraud and sentenc to a stretch in san quentin, the judg give him one month to get hi affair in order. know that he won't surviv more than a few minut in prison on hi own, jame desper turn to darnell-- a black businessman who' never even had a park ticket -- for help. as darnel put jame through the wringer, both learn that they were wrong about mani things, includ each other. comedi prison train frame embezzl will_ferrel kevin_hart alison_bri craig_t._nelson t.i. etan_cohen"
1170,6114,Dracula,"when dracula leav the captiv jonathan harker and transylvania for london in search of mina harker -- the spit imag of dracula' long-dead wife, elisabeta -- obsess vampir hunter dr. van hels set out to end the madness. romanc horror adulteri maze vampir bite remak rough_sex wake religious_conflict bestial correspond vampire_sex autonomous_shadow vlad fang_vamp gary_oldman winona_ryd anthony_hopkin keanu_reev richard_e._gr francis_ford_coppola"
1171,24803,Julie & Julia,"julia child and juli powel – both of whom wrote memoir – find their live intertwined. though separ by time and space, both women are at loos ends... until they discov that with the right combin of passion, fearless and butter, anyth is possible. romanc drama cook book cookbook blog recip woman_director publish meryl_streep amy_adam stanley_tucci chris_messina linda_emond nora_ephron"
1172,109410,42,"the power stori of jacki robinson, the legendari basebal player who broke major leagu baseball’ color barrier when he join the roster of the brooklyn dodgers. the film follow the innov dodgers’ gener manag branch rickey, the mlb execut who first sign robinson to the minor and then help to bring him up to the show. drama basebal biographi sport brooklyn_dodg chadwick_boseman t.r._knight harrison_ford nicole_behari christopher_meloni brian_helgeland"
1173,1213,The Talented Mr. Ripley,"tom ripley is a calcul young man who believ it' better to be a fake somebodi than a real nobody. opportun knock in the form of a wealthi u.s. shipbuild who hire tom to travel to itali to bring back hi playboy son, dickie. ripley worm hi way into the idyl live of dicki and hi girlfriend, plung into a dare scheme of duplicity, lie and murder. thriller crime drama venic itali gay new_york lovesick double_lif dual_ident jealousi secret_ident new_lov homicid atlantic_ocean new_ident planned_murd prosecut yacht ship inferior false_ident beguil reject inferiority_complex ocean_lin friendship homosexu wealth cowardli envi matt_damon gwyneth_paltrow jude_law cate_blanchett philip_seymour_hoffman anthony_minghella"
1174,100042,Dumb and Dumber To,"20 year after the dimwit set out on their first adventure, they head out in search of one of their long lost children in the hope of gain a new kidney. comedi friendship sequel road_movi buddy_comedi jim_carrey jeff_daniel rachel_melvin kathleen_turn brady_bluhm mike_cerron peter_farrelli bennett_yellin john_morri sean_and bobby_farrelli"
1175,9036,Eight Below,"in the antarctic, after an expedit with dr. davi mcclaren, the sled dog trainer jerri shepherd ha to leav the polar base with hi colleagu due to the proxim of a heavi snow storm. he tie hi dog to be rescu after, but the mission is called-off and the dog are left alon at their own fortune. for six months, jerri tri to find a sponsor for a rescu mission. adventur drama famili expedit pilot surviv sled_dog seal paul_walk bruce_greenwood moon_bloodgood jason_bigg gerard_plunkett frank_marshal david_digilio"
1176,257211,The Intern,"70-year-old widow ben whittak ha discov that retir isn't all it' crack up to be. seiz an opportun to get back in the game, he becom a senior intern at an onlin fashion site, found and run by jule ostin. comedi intern woman_director robert_de_niro anne_hathaway rene_russo anders_holm jojo_kushn nancy_mey"
1177,323675,Ride Along 2,"as hi wed day approaches, ben head to miami with hi soon-to-b brother-in-law jame to bring down a drug dealer who' suppli the dealer of atlanta with product. action comedi polic sequel police_offic brother-in-law_brother-in-law_relationship black_men buddy_film kevin_hart ice_cub olivia_munn tika_sumpt ken_jeong matt_manfredi phil_hay tim_stori"
1178,9361,The Last of the Mohicans,"as the english and french soldier battl for control of the american coloni in the 18th century, the settler and nativ american are forc to take sides. cora and her sister alic unwittingli walk into troubl but are reluctantli save by hawkeye, an orphan settler adopt by the last of the mohicans. action adventur drama histori romanc war secret_lov mohawk native_american 18th_centuri french_and_indian_war daniel_day-lewi madeleine_stow russell_mean eric_schweig jodhi_may michael_mann"
1179,1677,Ray,"born on a sharecrop plantat in northern florida, ray charl went blind at seven. inspir by a fierc independ mom who insist he make hi own way, he found hi call and hi gift behind a piano keyboard. tour across the southern music circuit, the soul singer gain a reput and then explod with worldwid fame when he pioneer coup gospel and countri together. drama music black_peopl soul country_mus loss_of_broth 1970 jazz blindness_and_impaired_vis georgia overdos bus_rid record_produc biographi from_rags_to_rich childhood_trauma gospel indianapoli record_label recording_studio jamie_foxx kerry_washington regina_k harry_lennix clifton_powel taylor_hackford"
1180,187,Sin City,"welcom to sin city. thi town beckon to the tough, the corrupt, the brokenhearted. some call it dark… hard-boiled. then there are those who call it home — crook cops, sexi dames, desper vigilantes. some are seek revenge, other lust after redemption, and then there are those hope for a littl of both. a univers of unlik and reluct hero still tri to do the right thing in a citi that refus to care. action thriller crime dystopia based_on_comic_book held_capt based_on_graphic_novel black_and_white_and_color black_and_white_scen black_and_white_to_color mysterious_kil doing_the_right_th merced silhouett neo-noir jessica_alba devon_aoki clive_owen rosario_dawson mickey_rourk robert_rodriguez frank_mil"
1181,7461,Vantage Point,the attempt assassin of the american presid is told and re-told from sever differ perspectives. drama action thriller crime bomb terror spain usa_presid terrorist war_against_terror camera car_journey press televis camcord bodyguard safeti terror_cel limousin media security_guard dennis_quaid matthew_fox forest_whitak sigourney_weav william_hurt barry_levi pete_travi
1182,16538,"I Love You, Man","peter klaven is a success real estat agent who, upon get engag to the woman of hi dreams, zooey, discovers, to hi dismay and chagrin, that he ha no male friend close enough to serv as hi best man. peter immedi set out to rectifi the situation, embark on a seri of bizarr and awkward ""man-dates."" comedi poker bondag duringcreditssting paul_rudd jason_segel rashida_jon andy_samberg j.k._simmon john_hamburg"
1183,9889,Shallow Hal,"a shallow man fall in love with a 300 pound woman becaus of her ""inner beauty"". comedi romanc overweight beauti hypnosi overweight_man overweight_woman oberflächlichkeit kompliment obes fat_suit beauty_standard fat_man fat_woman attract gwyneth_paltrow jack_black jason_alexand joe_viterelli bruce_mcgil peter_farrelli bobby_farrelli"
1184,820,JFK,new orlean district attorney jim garrison discov there' more to the kennedi assassin than the offici story. drama thriller histori assassin cia homophobia new_orlean vietnam_war john_f._kennedi investig govern historical_figur presid conspiraci death kennedy_assassin kevin_costn tommy_lee_jon gary_oldman kevin_bacon michael_rook oliver_ston
1185,11565,Big Momma's House 2,"fbi agent malcolm turner goe back undercov as big momma, a slick-talking, slam-dunk southern granni with attitud to spare! now thi granni must play nanni to three dysfunct upper class kid in order to spi on their comput hack dad. comedi crime undercov nanni computer_viru stress undercover_ag overweight_woman children disguis fbi_ag imperson martin_lawr nia_long emily_proct zachary_levi mark_mos john_whitesel"
1186,6073,The Mexican,"jerri welbach, a reluct bagman, ha been given two ultimatums: the first is from hi mob boss to travel to mexico and retriev a priceless antiqu pistol, known as ""the mexican""... or suffer the consequences. the second is from hi girlfriend samantha to end hi associ with the mob. jerri figur aliv and in troubl with samantha is better than the more perman alternative, so he head south of the border. action comedi crime romanc kidnap pistol brad_pitt julia_robert james_gandolfini j.k._simmon gene_hackman gore_verbinski"
1187,16996,17 Again,"on the brink of a midlif crisis, 30-someth mike o'donnel wish he could have a ""do-over."" and that' exactli what he get when he wake up one morn to find he' 17 year old again. with hi adult mind stuck insid the bodi of a teenager, mike actual ha the chanc to revers some decis he wish he'd never made. but mayb they weren't so bad after all. comedi high_school bulli high_school_sport fake_ident adult_as_a_child do_ov zac_efron leslie_mann matthew_perri tyler_steelman allison_mil burr_steer"
1188,193610,The Other Woman,"after discov her boyfriend is married, carli soon meet the wife he' been cheat on. and when yet anoth affair is discovered, all three women team up to plot mutual reveng on the three-tim sob. comedi romanc infidel reveng unfaithful_boyfriend woman sitting_on_a_toilet public_toilet marital_infidel lax unfaithful_husband cameron_diaz leslie_mann kate_upton don_johnson nikolaj_coster-waldau nick_cassavet"
1189,19912,The Final Destination,"after a young man' premonit of a deadli race-car crash help save the live of hi peers, death set out to collect those who evad their end. horror mysteri car_rac dying_and_death plan stock-car-rac car_crash premonit gore vision bobby_campo shantel_vansanten nick_zano haley_webb krista_allen eric_bress david_r._elli"
1190,296098,Bridge of Spies,"dure the cold war, the soviet union captur u.s. pilot franci gari power after shoot down hi u-2 spi plane. sentenc to 10 year in prison, powers' onli hope is new york lawyer jame donovan, recruit by a cia oper to negoti hi release. donovan board a plane to berlin, hope to win the young man' freedom through a prison exchange. if all goe well, the russian would get rudolf abel, the convict spi who donovan defend in court. thriller drama spi cia cold_war soviet_union pilot lawyer american tom_hank mark_ryl amy_ryan alan_alda sebastian_koch steven_spielberg ethan_coen joel_coen matt_charman"
1191,8007,Behind Enemy Lines,"while fli a routin reconnaiss mission over bosnia, fighter pilot chri burnett photograph someth he wasn't suppos to see and get shot down behind enemi lines, where he must outrun an armi led by a ruthless serbian general. with time run out and a deadli tracker on hi trail, burnett' command offic decid to risk hi career and launch a renegad rescu mission to save hi life. action drama thriller war helicopt war_crim sniper bosnia_and_herzegovina fighter_pilot bosnian_war_of_1992-1995 rescu escap tank atroc gunfight combat militari mine_field action_hero aircraft_carri reconnaiss mass_grav owen_wilson gene_hackman gabriel_macht charles_malik_whitfield david_keith john_moor david_veloz zak_penn"
1192,32823,Get Him to the Greek,"pinnacl record ha the perfect plan to get their sink compani back on track: a comeback concert in la featur aldou snow, a fade rockstar who ha drop off the radar in recent years. record compani intern aaron green is face with the monument task of bring hi idol, out of control rock star aldou snow, back to la for hi comeback show. comedi aftercreditssting jonah_hil russell_brand rose_byrn elisabeth_moss colm_meaney nicholas_stol"
1193,4380,Shall We Dance?,"upon first sight of a beauti instructor, a bore and overwork estat lawyer sign up for ballroom danc lessons. drama romanc comedi jealousi wife_husband_relationship dancing_mast richard_ger jennifer_lopez susan_sarandon lisa_ann_walt stanley_tucci peter_chelsom"
1194,11551,Small Soldiers,"when missil technolog is use to enhanc toy action figures, the toy soon begin to take their battl program too seriously. comedi adventur fantasi science_fict action defense_industri toy_shop technical_toy soldier prototyp killer_toy toy_comes_to_lif gregory_smith kirsten_dunst denis_leari phil_hartman david_cross joe_dant"
1195,10336,Spawn,"after be murder by corrupt colleagu in a covert govern agency, al simmon (michael jai white) make a pact with the devil to be resurrect to see hi belov wife wanda (theresa randle). in exchang for hi return to earth, simmon agre to lead hell' armi in the destruct of mankind. action adventur fantasi horror science_fict thriller anti_hero secret_ag fistfight based_on_comic_book burn_victim michael_jai_whit martin_sheen john_leguizamo theresa_randl nicol_williamson mark_a.z._dippé"
1196,11362,The Count of Monte Cristo,"edmond dantés' life and plan to marri the beauti merced are shatter when hi best friend, fernand, deceiv him. after spend 13 miser year in prison, danté escap with the help of a fellow inmat and plot hi revenge, cleverli insinu himself into the french nobility. action adventur drama thriller loss_of_lov lover_(female) ex-lov tortur napoleon_bonapart jim_caviezel guy_pearc richard_harri james_frain dagmara_domińczyk kevin_reynold"
1197,50348,The Lincoln Lawyer,a lawyer conduct busi from the back of hi lincoln town car while repres a high-profil client in beverli hills. crime drama thriller judg arrest juri private_investig matthew_mcconaughey marisa_tomei ryan_phillipp william_h._maci josh_luca brad_furman
